id,loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,addr_state,dti,fico_range_low,fico_range_high,total_pymnt,total_rec_prncp,recoveries
1000151,8000,8000, 36 months,19.31%,294.5,D,D5,2 years,RENT,75421.0,Not Verified,Oct-2016,Charged Off,house,IL,7.71,720,724,1374.87,1099.9,554.48
1000152,8000,8000, 60 months,19.07%,207.83,D,D1,n/a,OWN,73208.0,Source Verified,Apr-2017,Fully Paid,vacation,OH,34.77,780,784,11856.65,8000.0,0.0
1000153,12000,12000, 60 months,16.07%,292.26,C,C3,7 years,OWN,83707.0,Not Verified,Jan-2017,Default,vacation,MA,22.52,675,679,6482.28,5185.83,643.44
1000154,25000,25000, 60 months,18.82%,646.04,D,D4,2 years,MORTGAGE,31238.0,Verified,Jan-2017,In Grace Period,other,MI,23.9,660,664,8446.41,5447.55,0.0
1000155,8000,8000, 36 months,20.86%,300.83,E,E5,1 year,MORTGAGE,109849.0,Verified,Oct-2018,Current,home_improvement,GA,30.84,660,664,2084.88,1540.1,0.0
1000156,20000,20000, 36 months,11.05%,655.25,B,B5,3 years,MORTGAGE,37070.0,Source Verified,Jun-2016,Current,debt_consolidation,CO,24.36,720,724,6096.97,5169.33,0.0
1000157,25000,25000, 60 months,8.54%,513.4,A,A5,7 years,RENT,70371.0,Verified,Jun-2016,Fully Paid,car,FL,15.84,720,724,30778.46,25000.0,0.0
1000158,35000,35000, 36 months,23.26%,1359.59,E,E3,n/a,OWN,54773.0,Verified,Jul-2017,Fully Paid,vacation,MA,15.46,660,664,47771.12,35000.0,0.0
1000159,25000,25000, 36 months,14.25%,857.48,C,C1,10+ years,RENT,60930.0,Source Verified,Oct-2016,Fully Paid,major_purchase,NC,6.93,780,784,30379.36,25000.0,0.0
1000160,10000,10000, 60 months,5.63%,191.61,A,A2,1 year,RENT,125322.0,Source Verified,Jun-2018,Current,house,CA,32.12,675,679,5099.81,4435.93,0.0
1000161,12000,12000, 36 months,13.61%,407.86,C,C5,10+ years,RENT,15000.0,Not Verified,Jul-2017,Current,car,OH,14.51,705,709,6627.1,5416.16,0.0
1000162,5000,5000, 36 months,14.86%,172.98,C,C2,1 year,OWN,15000.0,Not Verified,Dec-2017,Charged Off,moving,CA,5.45,740,744,2457.4,1965.92,284.97
1000163,25000,25000, 36 months,10.54%,813.03,B,B4,5 years,OWN,43697.0,Verified,Dec-2017,Current,car,TX,8.75,760,764,4096.06,3498.62,0.0
1000164,15000,15000, 60 months,13.2%,342.83,B,B1,7 years,OWN,141677.0,Verified,Nov-2017,Fully Paid,other,MA,25.74,660,664,19929.2,15000.0,0.0
1000165,20000,20000, 36 months,29.89%,847.83,G,G4,n/a,RENT,87791.0,Source Verified,May-2016,Current,major_purchase,NY,21.17,705,709,10484.16,6869.93,0.0
1000166,5000,5000, 60 months,18.15%,127.38,D,D1,10+ years,OWN,62335.0,Source Verified,Sep-2018,Late (31-120 days),medical,NY,8.49,720,724,2193.91,1435.28,0.0
1000167,12000,12000, 60 months,19.04%,311.55,D,D2,7 years,MORTGAGE,75489.0,Verified,Apr-2016,Fully Paid,car,CO,24.59,705,709,17910.58,12000.0,0.0
1000168,5000,5000, 60 months,20.68%,134.37,E,E4,n/a,OWN,40629.0,Source Verified,Dec-2016,Fully Paid,car,GA,26.87,780,784,7698.97,5000.0,0.0
1000169,12000,12000, 36 months,23.1%,465.14,E,E4,5 years,MORTGAGE,104086.0,Verified,Dec-2016,Fully Paid,credit_card,VA,19.23,690,694,16063.32,12000.0,0.0
1000170,15000,15000, 60 months,18.3%,383.35,D,D3,2 years,OWN,84760.0,Source Verified,Apr-2018,Charged Off,car,MA,23.53,690,694,5111.19,4088.95,1439.0
1000171,30000,30000, 60 months,5.0%,566.14,A,A3,1 year,OWN,74568.0,Not Verified,Apr-2016,Fully Paid,small_business,WA,27.24,660,664,32770.63,30000.0,0.0
1000172,25000,25000, 36 months,14.97%,866.27,C,C2,< 1 year,RENT,108167.0,Verified,May-2018,Fully Paid,major_purchase,WA,33.45,780,784,31158.22,25000.0,0.0
1000173,12000,12000, 36 months,9.69%,385.46,B,B5,7 years,MORTGAGE,118573.0,Source Verified,May-2018,Charged Off,credit_card,NJ,29.91,675,679,4517.39,3613.91,116.37
1000174,12000,12000, 60 months,14.0%,279.22,C,C4,1 year,RENT,60706.0,Not Verified,Apr-2017,Current,home_improvement,MI,7.29,720,724,3372.46,2415.63,0.0
1000175,12000,12000, 36 months,16.26%,423.43,C,C5,n/a,RENT,44818.0,Not Verified,May-2017,Fully Paid,medical,MI,14.25,720,724,14706.93,12000.0,0.0
1000176,5000,5000, 36 months,11.47%,164.81,B,B2,1 year,OWN,69839.0,Source Verified,May-2018,Charged Off,other,WA,5.98,760,764,1017.03,813.63,470.77
1000177,25000,25000, 60 months,18.73%,644.81,D,D5,2 years,MORTGAGE,77447.0,Not Verified,Nov-2016,Default,major_purchase,FL,15.65,660,664,13080.98,10464.79,448.73
1000178,8000,8000, 36 months,30.67%,342.56,G,G2,7 years,OWN,109559.0,Not Verified,Feb-2016,Current,car,MA,30.86,675,679,5432.73,3524.27,0.0
1000179,15000,15000, 36 months,21.84%,571.62,E,E5,1 year,MORTGAGE,122720.0,Source Verified,Jun-2016,Charged Off,vacation,CO,33.02,720,724,3335.97,2668.78,241.88
1000180,5000,5000, 36 months,19.14%,183.63,D,D5,1 year,MORTGAGE,69184.0,Source Verified,Sep-2017,Fully Paid,other,WA,19.48,760,764,6442.31,5000.0,0.0
1000181,30000,30000, 36 months,7.5%,933.19,A,A5,10+ years,OWN,77649.0,Verified,Sep-2016,Current,credit_card,NJ,33.42,705,709,5048.15,4507.97,0.0
1000182,30000,30000, 60 months,12.4%,673.41,B,B2,7 years,OWN,85836.0,Source Verified,Mar-2017,Late (31-120 days),credit_card,GA,8.85,780,784,13000.85,9653.0,0.0
1000183,30000,30000, 60 months,6.89%,592.48,A,A5,1 year,OWN,105308.0,Not Verified,Aug-2017,Fully Paid,home_improvement,NJ,12.61,660,664,35401.0,30000.0,0.0
1000184,5000,5000, 60 months,7.59%,100.4,A,A5,< 1 year,RENT,85127.0,Verified,Mar-2016,Current,other,GA,8.18,705,709,1884.03,1563.77,0.0
1000185,8000,8000, 60 months,15.48%,192.34,D,D5,n/a,OWN,15000.0,Not Verified,Feb-2016,Charged Off,medical,NC,32.38,760,764,2675.04,2140.03,122.3
1000186,20000,20000, 60 months,13.61%,461.33,C,C4,2 years,MORTGAGE,122968.0,Source Verified,Apr-2016,Charged Off,vacation,MA,26.78,660,664,9944.57,7955.66,1245.42
1000187,30000,30000, 36 months,11.49%,989.14,B,B5,7 years,MORTGAGE,79585.0,Verified,Sep-2017,Fully Paid,car,FL,23.09,675,679,34608.41,30000.0,0.0
1000188,15000,15000, 36 months,10.96%,490.8,B,B4,2 years,RENT,66045.0,Verified,Apr-2017,Fully Paid,medical,AZ,17.12,780,784,16840.19,15000.0,0.0
1000189,12000,12000, 36 months,23.04%,464.77,E,E4,7 years,OWN,71283.0,Not Verified,Nov-2016,In Grace Period,car,PA,32.42,675,679,4302.91,3086.05,0.0
1000190,12000,12000, 60 months,17.8%,303.42,D,D4,n/a,RENT,113663.0,Verified,Aug-2017,Charged Off,small_business,MA,17.6,740,744,5159.71,4127.77,719.63
1000191,15000,15000, 60 months,30.56%,490.47,G,G2,n/a,OWN,83031.0,Not Verified,Jul-2017,Fully Paid,other,MI,29.92,690,694,28954.54,15000.0,0.0
1000192,35000,35000, 36 months,11.76%,1158.49,B,B1,7 years,MORTGAGE,86586.0,Source Verified,May-2017,Fully Paid,debt_consolidation,AZ,34.73,705,709,41183.52,35000.0,0.0
1000193,25000,25000, 36 months,6.64%,767.82,A,A5,1 year,MORTGAGE,105469.0,Not Verified,Jul-2017,Fully Paid,vacation,GA,14.09,740,744,27569.01,25000.0,0.0
1000194,12000,12000, 36 months,24.58%,474.46,E,E5,10+ years,MORTGAGE,87345.0,Source Verified,Jul-2016,Fully Paid,moving,WA,18.79,705,709,16841.25,12000.0,0.0
1000195,10000,10000, 60 months,19.16%,260.29,D,D2,< 1 year,RENT,72925.0,Not Verified,Mar-2016,Charged Off,car,MI,16.52,705,709,2711.81,2169.45,408.16
1000196,30000,30000, 36 months,15.0%,1039.96,C,C2,2 years,MORTGAGE,98452.0,Not Verified,Sep-2017,Fully Paid,medical,VA,23.88,660,664,36793.71,30000.0,0.0
1000197,30000,30000, 60 months,15.45%,720.8,C,C5,n/a,RENT,125480.0,Source Verified,Aug-2017,Current,car,FL,30.4,690,694,17786.2,12337.82,0.0
1000198,35000,35000, 60 months,28.75%,1105.64,G,G5,n/a,MORTGAGE,76826.0,Not Verified,Feb-2016,Current,house,OH,6.58,740,744,13935.11,7352.14,0.0
1000199,10000,10000, 60 months,19.74%,263.49,D,D5,2 years,OWN,86061.0,Verified,Jan-2018,Fully Paid,debt_consolidation,FL,19.89,740,744,15179.02,10000.0,0.0
1000200,25000,25000, 60 months,5.0%,471.78,A,A4,3 years,MORTGAGE,15000.0,Not Verified,Mar-2018,Fully Paid,house,MI,22.64,780,784,27252.52,25000.0,0.0
1000201,25000,25000, 36 months,24.25%,984.11,E,E1,7 years,OWN,82097.0,Source Verified,Dec-2018,Charged Off,moving,AZ,15.2,780,784,11067.85,8854.28,58.07
1000202,35000,35000, 60 months,11.0%,760.98,B,B2,7 years,OWN,55478.0,Not Verified,Oct-2017,Late (31-120 days),other,GA,30.18,720,724,21659.39,16603.12,0.0
1000203,30000,30000, 36 months,13.85%,1023.14,C,C2,3 years,MORTGAGE,99449.0,Source Verified,Aug-2017,Fully Paid,major_purchase,MI,13.03,720,724,36155.68,30000.0,0.0
1000204,12000,12000, 60 months,9.97%,254.79,B,B3,10+ years,MORTGAGE,93990.0,Source Verified,Nov-2018,Fully Paid,home_improvement,NC,34.28,780,784,15167.64,12000.0,0.0
1000205,35000,35000, 60 months,5.51%,668.7,A,A1,n/a,RENT,78837.0,Verified,May-2017,Late (31-120 days),moving,GA,17.06,760,764,11725.38,10228.51,0.0
1000206,20000,20000, 36 months,28.77%,835.61,F,F3,3 years,RENT,89391.0,Not Verified,Apr-2017,Fully Paid,moving,OH,21.34,740,744,28965.63,20000.0,0.0
1000207,10000,10000, 36 months,14.82%,345.77,C,C1,1 year,OWN,59023.0,Verified,Jul-2018,Fully Paid,debt_consolidation,IL,7.53,675,679,12360.94,10000.0,0.0
1000208,5000,5000, 60 months,10.93%,108.54,B,B4,7 years,MORTGAGE,90925.0,Not Verified,Jul-2017,Current,debt_consolidation,TX,6.56,690,694,2837.25,2178.35,0.0
1000209,20000,20000, 36 months,18.76%,730.7,D,D2,10+ years,RENT,66974.0,Verified,Dec-2016,Late (31-120 days),small_business,MI,8.36,660,664,13137.97,9988.88,0.0
1000210,5000,5000, 36 months,7.27%,155.0,A,A3,7 years,MORTGAGE,173322.0,Source Verified,Jul-2016,Fully Paid,other,MI,34.37,705,709,5561.28,5000.0,0.0
1000211,35000,35000, 60 months,23.29%,992.51,E,E2,7 years,RENT,90140.0,Not Verified,Aug-2016,Fully Paid,vacation,GA,31.2,675,679,57378.89,35000.0,0.0
1000212,15000,15000, 60 months,18.51%,385.08,D,D1,2 years,OWN,20973.0,Not Verified,Jan-2017,Current,small_business,CO,15.98,660,664,3940.35,2558.14,0.0
1000213,10000,10000, 60 months,14.28%,234.14,C,C1,2 years,MORTGAGE,102822.0,Source Verified,Dec-2016,Current,major_purchase,CA,34.74,720,724,5072.52,3610.75,0.0
1000214,5000,5000, 60 months,12.47%,112.41,B,B2,5 years,OWN,92309.0,Not Verified,Oct-2017,Current,house,CA,12.5,660,664,3309.34,2453.33,0.0
1000215,8000,8000, 36 months,12.36%,267.09,B,B3,n/a,MORTGAGE,95942.0,Verified,Aug-2016,Fully Paid,small_business,NC,13.66,705,709,9457.68,8000.0,0.0
1000216,25000,25000, 60 months,19.84%,660.12,D,D3,2 years,MORTGAGE,47189.0,Verified,Mar-2017,Charged Off,vacation,WA,26.71,760,764,7708.32,6166.66,803.86
1000217,8000,8000, 60 months,10.67%,172.63,B,B5,3 years,OWN,66584.0,Not Verified,Feb-2017,Current,credit_card,MA,31.01,705,709,1632.01,1260.51,0.0
1000218,10000,10000, 36 months,16.36%,353.35,C,C3,< 1 year,OWN,87321.0,Not Verified,Aug-2016,Late (31-120 days),major_purchase,NJ,3.74,675,679,1615.61,1270.07,0.0
1000219,5000,5000, 60 months,7.0%,99.01,A,A5,n/a,RENT,66745.0,Not Verified,Feb-2017,Fully Paid,vacation,NY,23.52,705,709,5653.92,5000.0,0.0
1000220,12000,12000, 60 months,17.13%,299.07,C,C5,n/a,OWN,66463.0,Source Verified,Apr-2016,Charged Off,debt_consolidation,AZ,19.79,675,679,6364.81,5091.84,987.75
1000221,5000,5000, 36 months,10.18%,161.76,B,B1,10+ years,MORTGAGE,69227.0,Not Verified,Mar-2016,Charged Off,credit_card,NY,26.83,660,664,2344.49,1875.6,128.73
1000222,15000,15000, 60 months,26.89%,457.04,F,F1,2 years,RENT,135157.0,Not Verified,Mar-2018,Fully Paid,other,CO,9.23,760,764,26555.72,15000.0,0.0
1000223,20000,20000, 60 months,10.35%,428.39,B,B4,10+ years,RENT,99153.0,Not Verified,Jan-2018,Current,other,NJ,7.82,760,764,3454.36,2687.86,0.0
1000224,5000,5000, 36 months,20.22%,186.38,D,D3,10+ years,OWN,81442.0,Verified,Nov-2018,Fully Paid,major_purchase,CA,6.53,760,764,6706.46,5000.0,0.0
1000225,8000,8000, 60 months,18.33%,204.59,D,D3,10+ years,OWN,78871.0,Source Verified,Nov-2018,Current,major_purchase,OH,34.19,705,709,5524.34,3600.27,0.0
1000226,15000,15000, 60 months,12.06%,334.12,C,C2,< 1 year,OWN,33452.0,Source Verified,Aug-2016,Fully Paid,house,CA,11.54,675,679,19702.46,15000.0,0.0
1000227,5000,5000, 36 months,9.19%,159.44,B,B1,< 1 year,RENT,44870.0,Not Verified,May-2018,Charged Off,debt_consolidation,AZ,2.88,720,724,2571.37,2057.09,355.27
1000228,35000,35000, 36 months,10.56%,1138.58,B,B5,2 years,OWN,15000.0,Source Verified,Apr-2016,Current,major_purchase,VA,15.82,720,724,8364.76,7142.59,0.0
1000229,5000,5000, 36 months,14.9%,173.08,C,C3,3 years,MORTGAGE,48330.0,Source Verified,Oct-2016,Fully Paid,medical,NY,10.93,760,764,6039.4,5000.0,0.0
1000230,8000,8000, 36 months,15.5%,279.29,C,C5,n/a,RENT,104914.0,Source Verified,Apr-2018,Charged Off,other,AZ,2.04,690,694,3506.61,2805.29,52.86
1000231,20000,20000, 60 months,17.35%,500.82,D,D3,10+ years,RENT,87787.0,Not Verified,Aug-2017,Fully Paid,vacation,OH,31.38,780,784,28805.1,20000.0,0.0
1000232,30000,30000, 36 months,24.84%,1190.26,E,E3,10+ years,MORTGAGE,66017.0,Not Verified,Apr-2016,Current,moving,NJ,9.1,705,709,5304.52,3713.84,0.0
1000233,15000,15000, 36 months,13.35%,507.94,B,B3,n/a,MORTGAGE,42571.0,Verified,Jun-2016,Fully Paid,moving,PA,5.27,675,679,17567.29,15000.0,0.0
1000234,5000,5000, 36 months,5.41%,150.78,A,A4,3 years,MORTGAGE,89707.0,Verified,Jan-2017,Current,car,NC,30.39,705,709,835.26,769.38,0.0
1000235,12000,12000, 36 months,26.19%,484.7,F,F1,n/a,RENT,44217.0,Not Verified,Aug-2016,Late (31-120 days),house,PA,10.74,690,694,4239.25,2915.37,0.0
1000236,12000,12000, 60 months,12.06%,267.3,B,B2,n/a,OWN,68491.0,Not Verified,Jan-2018,Current,car,NC,5.29,675,679,7567.8,5662.4,0.0
1000237,5000,5000, 60 months,9.35%,104.64,B,B5,7 years,RENT,15000.0,Source Verified,Jul-2018,Charged Off,car,CO,26.89,660,664,804.92,643.94,426.19
1000238,25000,25000, 36 months,8.55%,789.77,A,A2,10+ years,MORTGAGE,102389.0,Verified,Dec-2018,Fully Paid,major_purchase,VA,15.24,720,724,27072.93,25000.0,0.0
1000239,15000,15000, 36 months,11.87%,497.28,B,B5,5 years,MORTGAGE,94583.0,Not Verified,Oct-2017,Charged Off,other,MI,34.29,780,784,7546.43,6037.15,255.51
1000240,15000,15000, 36 months,13.58%,509.61,C,C3,n/a,RENT,15000.0,Not Verified,Nov-2018,Fully Paid,other,NY,15.12,705,709,17777.91,15000.0,0.0
1000241,15000,15000, 36 months,14.05%,513.03,C,C1,2 years,OWN,94968.0,Verified,Mar-2018,Current,credit_card,NJ,5.41,675,679,3274.26,2659.25,0.0
1000242,5000,5000, 60 months,8.53%,102.65,A,A5,n/a,RENT,133925.0,Verified,Jul-2018,Fully Paid,moving,CO,16.24,720,724,5976.9,5000.0,0.0
1000243,12000,12000, 60 months,7.08%,238.07,A,A5,< 1 year,OWN,15000.0,Not Verified,Jul-2017,Charged Off,other,CO,16.88,780,784,3548.95,2839.16,395.11
1000244,12000,12000, 36 months,24.82%,475.98,E,E2,2 years,RENT,85568.0,Verified,Oct-2018,Late (31-120 days),house,GA,12.58,705,709,5513.44,3861.12,0.0
1000245,5000,5000, 60 months,23.93%,143.64,E,E3,n/a,OWN,135887.0,Verified,Feb-2018,Fully Paid,major_purchase,NC,25.86,705,709,8259.04,5000.0,0.0
1000246,30000,30000, 36 months,19.12%,1101.5,D,D1,10+ years,OWN,59349.0,Source Verified,Jan-2018,Fully Paid,debt_consolidation,CA,10.49,675,679,39169.31,30000.0,0.0
1000247,35000,35000, 60 months,18.0%,888.77,D,D1,1 year,OWN,97758.0,Verified,Oct-2017,Current,major_purchase,PA,3.74,780,784,19601.59,12865.27,0.0
1000248,30000,30000, 60 months,28.74%,947.51,F,F5,5 years,OWN,88056.0,Not Verified,May-2016,Fully Paid,other,NY,2.15,705,709,55653.83,30000.0,0.0
1000249,35000,35000, 36 months,6.28%,1069.21,A,A3,10+ years,RENT,87729.0,Source Verified,Oct-2016,In Grace Period,home_improvement,OH,26.53,740,744,4257.67,3871.45,0.0
1000250,10000,10000, 60 months,12.4%,224.47,C,C4,1 year,OWN,102854.0,Not Verified,Sep-2016,Fully Paid,car,NY,27.96,705,709,12798.48,10000.0,0.0
1000251,30000,30000, 36 months,5.41%,904.66,A,A2,7 years,RENT,145122.0,Not Verified,Feb-2018,Fully Paid,medical,MA,10.92,780,784,31859.54,30000.0,0.0
1000252,12000,12000, 60 months,14.47%,282.15,C,C3,1 year,OWN,15000.0,Source Verified,Jan-2018,Fully Paid,major_purchase,TX,33.86,760,764,16536.66,12000.0,0.0
1000253,30000,30000, 60 months,5.11%,567.65,A,A2,10+ years,MORTGAGE,34488.0,Source Verified,Oct-2016,Current,credit_card,TX,30.98,760,764,11502.03,10131.27,0.0
1000254,12000,12000, 60 months,5.0%,226.45,A,A3,1 year,RENT,101384.0,Verified,Jun-2017,Fully Paid,home_improvement,CO,34.41,760,764,13291.07,12000.0,0.0
1000255,35000,35000, 60 months,9.8%,740.21,B,B5,7 years,OWN,15000.0,Verified,Jun-2016,Fully Paid,house,VA,5.91,705,709,43119.35,35000.0,0.0
1000256,8000,8000, 60 months,23.97%,230.0,E,E1,3 years,OWN,89138.0,Not Verified,Jun-2016,Fully Paid,home_improvement,AZ,30.85,760,764,13319.62,8000.0,0.0
1000257,35000,35000, 60 months,6.76%,689.09,A,A3,1 year,RENT,23023.0,Source Verified,Oct-2016,Fully Paid,medical,CO,7.39,720,724,40704.81,35000.0,0.0
1000258,8000,8000, 60 months,10.33%,171.28,B,B1,n/a,OWN,20299.0,Not Verified,Apr-2017,Fully Paid,major_purchase,MA,17.24,705,709,9783.56,8000.0,0.0
1000259,35000,35000, 36 months,7.35%,1086.31,A,A3,10+ years,MORTGAGE,70666.0,Source Verified,Oct-2017,Late (31-120 days),car,CO,13.36,675,679,6858.99,6138.64,0.0
1000260,15000,15000, 36 months,21.71%,570.61,E,E5,n/a,MORTGAGE,84453.0,Verified,Jan-2017,Fully Paid,small_business,VA,34.16,780,784,20345.75,15000.0,0.0
1000261,20000,20000, 36 months,11.56%,660.09,B,B4,10+ years,MORTGAGE,169876.0,Verified,Jun-2017,Fully Paid,house,PA,16.16,740,744,23328.65,20000.0,0.0
1000262,12000,12000, 36 months,15.51%,418.99,C,C5,< 1 year,OWN,56564.0,Source Verified,Dec-2018,Current,major_purchase,MA,33.64,660,664,7502.86,5969.01,0.0
1000263,8000,8000, 60 months,19.39%,209.24,D,D1,5 years,RENT,107057.0,Source Verified,Sep-2016,Current,other,NJ,3.49,740,744,5790.03,3689.57,0.0
1000264,25000,25000, 36 months,19.67%,924.89,D,D4,10+ years,OWN,87341.0,Not Verified,Jul-2018,Fully Paid,small_business,NY,7.14,760,764,33020.86,25000.0,0.0
1000265,5000,5000, 36 months,18.55%,182.14,D,D3,7 years,RENT,60638.0,Not Verified,Apr-2017,Fully Paid,house,NY,16.69,780,784,6359.42,5000.0,0.0
1000266,8000,8000, 60 months,16.1%,194.97,C,C4,1 year,RENT,105170.0,Verified,Apr-2018,In Grace Period,medical,OH,11.44,780,784,2055.9,1405.96,0.0
1000267,8000,8000, 36 months,13.65%,272.06,C,C5,n/a,OWN,118597.0,Not Verified,Feb-2018,Fully Paid,moving,NJ,29.39,660,664,9651.09,8000.0,0.0
1000268,20000,20000, 60 months,11.99%,444.79,B,B1,1 year,RENT,18815.0,Not Verified,Mar-2018,Fully Paid,home_improvement,WA,28.26,760,764,25522.41,20000.0,0.0
1000269,12000,12000, 36 months,11.67%,396.68,B,B4,n/a,RENT,85193.0,Source Verified,Nov-2017,Charged Off,vacation,VA,17.94,720,724,7030.82,5624.66,845.81
1000270,30000,30000, 36 months,6.62%,921.11,A,A1,1 year,OWN,15000.0,Verified,Oct-2017,Fully Paid,major_purchase,IL,4.96,705,709,32151.08,30000.0,0.0
1000271,20000,20000, 60 months,13.7%,462.26,C,C3,10+ years,OWN,42946.0,Verified,Mar-2017,Late (31-120 days),home_improvement,CO,22.2,760,764,13098.8,9445.48,0.0
1000272,10000,10000, 36 months,10.35%,324.32,B,B5,10+ years,RENT,15000.0,Not Verified,Apr-2018,Fully Paid,major_purchase,PA,9.22,675,679,11661.36,10000.0,0.0
1000273,20000,20000, 36 months,10.78%,652.69,B,B1,2 years,MORTGAGE,25656.0,Source Verified,Nov-2018,Current,major_purchase,MA,3.62,780,784,4571.17,3890.88,0.0
1000274,35000,35000, 60 months,6.76%,689.09,A,A4,1 year,MORTGAGE,54677.0,Source Verified,Feb-2018,Charged Off,vacation,IL,19.73,660,664,13449.97,10759.98,3193.57
1000275,30000,30000, 36 months,22.99%,1161.14,E,E3,1 year,RENT,60340.0,Source Verified,Sep-2017,Current,credit_card,IL,30.52,675,679,14509.79,10413.47,0.0
1000276,8000,8000, 60 months,12.51%,180.02,B,B2,10+ years,MORTGAGE,45174.0,Verified,Sep-2016,Fully Paid,vacation,IL,16.45,690,694,10383.16,8000.0,0.0
1000277,30000,30000, 60 months,16.17%,732.25,C,C4,n/a,OWN,67397.0,Verified,Sep-2017,Fully Paid,car,CA,8.03,705,709,42925.54,30000.0,0.0
1000278,8000,8000, 60 months,16.68%,197.45,C,C2,n/a,MORTGAGE,43099.0,Not Verified,Sep-2018,In Grace Period,vacation,CO,9.55,740,744,3244.94,2191.23,0.0
1000279,35000,35000, 60 months,19.79%,923.2,D,D4,3 years,MORTGAGE,65517.0,Verified,Feb-2016,Fully Paid,medical,OH,5.54,675,679,53142.82,35000.0,0.0
1000280,15000,15000, 60 months,13.04%,341.6,C,C2,1 year,OWN,72079.0,Verified,Aug-2018,Charged Off,medical,WA,18.05,720,724,4775.01,3820.0,1492.22
1000281,35000,35000, 60 months,16.35%,857.65,C,C1,1 year,OWN,87620.0,Not Verified,Apr-2018,Charged Off,major_purchase,NC,23.04,705,709,13876.74,11101.39,797.89
1000282,20000,20000, 60 months,23.35%,567.84,E,E1,n/a,RENT,128075.0,Verified,Jun-2016,Fully Paid,major_purchase,WA,17.69,780,784,33894.52,20000.0,0.0
1000283,30000,30000, 60 months,22.61%,839.01,E,E5,3 years,RENT,71317.0,Verified,Sep-2016,Fully Paid,house,WA,16.13,760,764,49791.28,30000.0,0.0
1000284,8000,8000, 36 months,14.86%,276.77,C,C5,5 years,OWN,78175.0,Source Verified,Jul-2017,Fully Paid,moving,FL,23.86,760,764,9638.74,8000.0,0.0
1000285,35000,35000, 36 months,8.16%,1099.36,A,A4,2 years,RENT,45118.0,Verified,Sep-2016,In Grace Period,car,OH,28.8,780,784,10687.07,9451.14,0.0
1000286,5000,5000, 60 months,19.05%,129.84,D,D4,10+ years,MORTGAGE,27390.0,Source Verified,Jun-2017,Fully Paid,credit_card,TX,26.59,740,744,7484.82,5000.0,0.0
1000287,12000,12000, 60 months,11.13%,261.69,B,B3,7 years,OWN,74530.0,Verified,Aug-2018,Charged Off,credit_card,MA,11.0,675,679,5683.62,4546.9,1073.63
1000288,5000,5000, 36 months,17.52%,179.56,C,C3,3 years,MORTGAGE,61326.0,Verified,Feb-2018,Current,vacation,GA,11.61,780,784,1157.52,895.33,0.0
1000289,8000,8000, 60 months,11.68%,176.66,B,B3,n/a,MORTGAGE,86548.0,Not Verified,Sep-2016,Charged Off,debt_consolidation,NY,13.8,780,784,3632.63,2906.1,140.14
1000290,30000,30000, 36 months,5.35%,903.85,A,A4,n/a,MORTGAGE,81255.0,Verified,Nov-2016,Fully Paid,small_business,PA,6.2,675,679,31413.31,30000.0,0.0
1000291,30000,30000, 60 months,29.25%,956.83,G,G2,1 year,OWN,62623.0,Source Verified,Jun-2017,Fully Paid,medical,TX,27.81,740,744,55920.37,30000.0,0.0
1000292,5000,5000, 36 months,9.62%,160.45,B,B2,3 years,MORTGAGE,33648.0,Not Verified,Aug-2017,Fully Paid,credit_card,FL,9.94,760,764,5724.38,5000.0,0.0
1000293,8000,8000, 36 months,8.59%,252.87,A,A4,n/a,RENT,67589.0,Verified,Mar-2017,Fully Paid,car,FL,9.95,675,679,8826.61,8000.0,0.0
1000294,8000,8000, 36 months,29.95%,339.39,G,G4,10+ years,RENT,79632.0,Not Verified,Mar-2017,Charged Off,credit_card,FL,12.0,690,694,1323.56,1058.85,351.06
1000295,35000,35000, 36 months,8.6%,1106.49,B,B3,2 years,RENT,82360.0,Not Verified,Sep-2016,Fully Paid,house,CA,18.43,675,679,39694.23,35000.0,0.0
